Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value
QC,Crops,1,Rajshahi,5419,Yield,15,Wheat,2008,2008,hg/ha,24322
QC,Crops,1,Rajshahi,5419,Yield,56,Maize,2009,2009,hg/ha,57763
QC,Crops,1,Rajshahi,5419,Yield,116,Potatoes,2009,2009,hg/ha,185496
QC,Crops,1,Rajshahi,5419,Yield,15,Wheat,2009,2009,hg/ha,22374
QC,Crops,1,Rajshahi,5419,Yield,56,Maize,2010,2010,hg/ha,46724
QC,Crops,1,Rajshahi,5419,Yield,116,Potatoes,2010,2010,hg/ha,170146
QC,Crops,1,Rajshahi,5419,Yield,15,Wheat,2010,2010,hg/ha,21192
QC,Crops,1,Rajshahi,5419,Yield,56,Maize,2011,2011,hg/ha,54257
QC,Crops,1,Rajshahi,5419,Yield,116,Potatoes,2011,2011,hg/ha,194426
QC,Crops,1,Rajshahi,5419,Yield,15,Wheat,2011,2011,hg/ha,28800
QC,Crops,1,Rajshahi,5419,Yield,56,Maize,2012,2012,hg/ha,62215
QC,Crops,1,Rajshahi,5419,Yield,116,Potatoes,2012,2012,hg/ha,207151
QC,Crops,1,Rajshahi,5419,Yield,15,Wheat,2012,2012,hg/ha,26010
QC,Crops,1,Rajshahi,5419,Yield,56,Maize,2013,2013,hg/ha,67114
QC,Crops,1,Rajshahi,5419,Yield,116,Potatoes,2013,2013,hg/ha,215290
QC,Crops,1,Rajshahi,5419,Yield,15,Wheat,2013,2013,hg/ha,31273
QC,Crops,1,Rajshahi,5419,Yield,56,Maize,2014,2014,hg/ha,70829
QC,Crops,1,Rajshahi,5419,Yield,116,Potatoes,2014,2014,hg/ha,231725
QC,Crops,1,Rajshahi,5419,Yield,15,Wheat,2014,2014,hg/ha,32260
QC,Crops,1,Rajshahi,5419,Yield,56,Maize,2015,2015,hg/ha,68821
QC,Crops,1,Rajshahi,5419,Yield,116,Potatoes,2015,2015,hg/ha,218848
QC,Crops,1,Rajshahi,5419,Yield,15,Wheat,2015,2015,hg/ha,33437
QC,Crops,1,Rajshahi,5419,Yield,56,Maize,2016,2016,hg/ha,63909
QC,Crops,1,Rajshahi,5419,Yield,116,Potatoes,2016,2016,hg/ha,210314
QC,Crops,1,Rajshahi,5419,Yield,15,Wheat,2016,2016,hg/ha,32427
